team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2008,CAR,2008020129,CAR,MTL,AWAY,20081028,Team Level,other,0.0901,0.2174,0.1667,168,2.195,0.097,0.097,0.51,0.061,0.996,1.239,0.097,0.097,0.097,2,1,2,5,0,0,0,0,0,0,3,2,3,2,2,6,0,2,0,3,0,0,0.097,0,0,0,0,0,5,3,3,0,0.024,0,0,0.121,0.121,0.121,10.322,0.98,0.771,2.017,0.331,6.422,4.479,0.836,0.98,0.836,9,6,3,18,0,1,0,0,1,11,2,9,15,0,0,5,2,1,0,10,5,0,0.411,0.569,0,0,0,0,18,15,15,0,0.214,0.001,0.001,1.193,1.193,1.026
CAR,2008,CAR,2008020129,CAR,MTL,AWAY,20081028,Team Level,all,0.3926,0.5197,0.5455,3900,34.086,1.85,2.025,8.487,1.064,18.415,16.159,1.831,1.896,1.877,33,15,18,66,2,2,1,5,0,18,21,31,46,8,14,31,15,10,6,42,5,1,0.85,0.658,0.342,0,1,1,66.549,48,48.423,6,0.451,0.357,0.357,1.945,1.983,1.967,28.857,2.862,2.257,6.024,1.026,16.055,11.776,2.622,2.837,2.597,25,15,21,61,2,3,0,2,1,22,10,23,38,7,14,33,28,15,14,25,14,1,0.926,1.628,0.308,1,1,0,60.841,40,39.975,13,0.561,0.507,0.507,2.916,2.888,2.687
CAR,2008,CAR,2008020129,CAR,MTL,AWAY,20081028,Team Level,5on5,0.6046,0.6418,0.7045,2419,22.579,1.272,1.228,5.944,0.707,11.901,9.948,1.256,1.318,1.301,23,8,12,43,1,2,1,3,0,13,12,22,30,5,10,14,13,3,4,26,5,0,0.614,0.658,0,0,1,0,43.549,31,31.423,4,0.251,0.357,0.357,1.167,1.204,1.191,9.818,0.832,0.649,2.361,0.446,5.028,3.685,0.823,0.807,0.799,8,5,11,24,2,0,0,0,0,7,4,6,11,4,8,16,23,10,8,8,5,0,0.289,0.543,0,1,1,0,23.841,13,12.975,8,0.134,0,0,0.966,0.938,0.928
CAR,2008,CAR,2008020129,CAR,MTL,AWAY,20081028,Team Level,4on5,0.0643,0.1667,0.2308,584,1.745,0.071,0.069,0.261,0.058,0.429,2.111,0.071,0.071,0.071,2,1,0,3,0,0,0,0,0,0,3,2,3,1,2,6,0,1,2,3,0,0,0.071,0,0,0,0,0,3,3,3,2,0.015,0,0,0.087,0.087,0.087,7.184,1.034,0.799,1.494,0.215,4.178,2.28,0.946,1.034,0.946,6,4,5,15,0,2,0,2,0,4,2,6,10,3,6,3,0,2,1,5,4,1,0.211,0.516,0.308,0,0,0,15,10,10,0,0.201,0.506,0.506,0.729,0.729,0.706
CAR,2008,CAR,2008020129,CAR,MTL,AWAY,20081028,Team Level,5on4,0.9624,0.7895,0.8462,729,7.568,0.41,0.63,1.773,0.238,5.089,2.86,0.408,0.41,0.408,6,5,4,15,1,0,0,2,0,5,3,5,10,0,0,5,2,4,0,10,0,1,0.068,0,0.342,0,0,1,15,11,11,0,0.162,0,0,0.571,0.571,0.569,1.534,0.016,0.038,0.152,0.036,0.427,1.332,0.016,0.016,0.016,2,0,2,4,0,0,0,0,0,0,2,2,2,0,0,9,3,2,5,2,0,0,0.016,0,0,0,0,0,4,2,2,5,0.012,0,0,0.028,0.028,0.028
CAR,2008,CAR,2008020142,CAR,STL,AWAY,20081030,Team Level,other,0.8552,0.3333,0.5,98,0.471,0.384,0.009,0.009,0.025,0.271,0.303,0.384,0.384,0.384,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.384,0,0,0,1,1,1,0,0.003,0,0,0.387,0.387,0.387,0,0.065,0,0,0,0,0,0.065,0.065,0.065,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.065,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
CAR,2008,CAR,2008020142,CAR,STL,AWAY,20081030,Team Level,all,0.5518,0.5755,0.5366,3600,30.816,2.152,2.076,7.304,1.048,17.851,13.569,2.131,2.202,2.18,29,15,17,61,1,1,0,13,0,11,18,28,43,4,11,32,13,5,6,39,3,2,0.966,0.296,0.89,0,0,1,62.603,44,45.064,3,0.479,0.05,0.05,2.581,2.642,2.614,26.94,1.748,1.625,6.34,0.806,14.884,11.662,1.693,1.665,1.613,19,19,7,45,0,2,0,0,1,15,20,19,38,7,19,24,21,8,13,32,4,2,0.871,0.366,0.511,0,0,0,43.53,38,36.776,8,0.339,0.511,0.511,1.51,1.446,1.422
CAR,2008,CAR,2008020142,CAR,STL,AWAY,20081030,Team Level,5on5,0.3934,0.5065,0.459,2445,20.354,0.973,1.072,4.991,0.619,11.127,9.218,0.958,1.023,1.007,21,7,11,39,0,0,0,9,0,5,14,21,28,3,9,20,12,4,3,25,3,0,0.677,0.296,0,0,0,0,40.603,28,29.064,1,0.216,0,0,1.189,1.25,1.231,24.032,1.5,1.468,5.927,0.726,13.515,9.864,1.445,1.417,1.365,19,14,5,38,0,2,0,0,1,15,15,19,33,7,19,15,19,5,12,28,3,2,0.709,0.28,0.511,0,0,0,36.53,33,31.776,8,0.302,0.511,0.511,1.291,1.226,1.203
CAR,2008,CAR,2008020142,CAR,STL,AWAY,20081030,Team Level,4on5,0.1353,0.5,0.3333,307,0.713,0.018,0.036,0.109,0.02,0.23,0.586,0.018,0.018,0.018,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,0.018,0,0,0,0,0,2,1,1,0,0.011,0,0,0.029,0.029,0.029,1.371,0.115,0.107,0.307,0.039,0.924,0.509,0.115,0.115,0.115,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,1,1,0,0.029,0.086,0,0,0,0,2,2,2,0,0.025,0,0,0.14,0.14,0.14
CAR,2008,CAR,2008020142,CAR,STL,AWAY,20081030,Team Level,5on4,0.9194,0.8636,0.875,750,9.278,0.776,0.96,2.195,0.385,6.223,3.462,0.77,0.776,0.77,8,6,5,19,1,1,0,4,0,6,2,7,13,1,2,7,1,1,3,13,0,1,0.271,0,0.506,0,0,1,19,14,14,2,0.249,0.05,0.05,0.975,0.975,0.967,1.537,0.068,0.051,0.106,0.041,0.445,1.289,0.068,0.068,0.068,0,2,1,3,0,0,0,0,0,0,2,0,2,0,0,8,1,3,0,2,0,0,0.068,0,0,0,0,0,3,2,2,0,0.012,0,0,0.08,0.08,0.08
CAR,2008,CAR,2008020150,CAR,EDM,HOME,20081101,Team Level,other,0.4457,0.5,0.5,62,1.685,0.386,0.141,0.303,0.068,0.856,0.247,0.369,0.386,0.369,2,0,1,3,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,1,0.05,0,0.336,0,0,0,3,2,2,0,0.038,0.336,0.336,0.088,0.088,0.087,1.151,0.48,0.083,0.188,0.05,0.765,0.433,0.48,0.48,0.48,1,1,1,3,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0.008,0,0.472,0,0,1,3,2,2,0,0.029,0,0,0.509,0.509,0.509
CAR,2008,CAR,2008020150,CAR,EDM,HOME,20081101,Team Level,all,0.474,0.5126,0.5393,3600,34.679,3.032,2.267,7.953,1.093,19.669,13.985,2.981,2.98,2.93,34,14,13,61,1,3,0,6,2,14,22,33,47,4,11,34,26,9,2,41,3,4,1.435,0.36,1.237,0,1,0,60.496,48,47.629,1,0.503,0.9,0.9,2.635,2.6,2.582,30.102,3.365,1.853,6.576,0.925,15.56,12.721,3.313,3.442,3.388,32,9,17,58,3,3,0,5,3,13,14,29,38,7,17,27,21,11,2,32,6,3,0.931,0.832,1.602,1,0,2,58.564,41,41.144,1,0.405,0.84,0.84,2.931,2.981,2.976
CAR,2008,CAR,2008020150,CAR,EDM,HOME,20081101,Team Level,5on5,0.4253,0.4494,0.4697,2616,22.832,1.521,1.228,5.754,0.734,12.236,9.527,1.496,1.468,1.445,22,9,9,40,1,2,0,5,1,10,12,21,30,3,9,25,23,7,1,28,1,2,0.842,0.115,0.564,0,1,0,39.496,31,30.629,1,0.25,0.564,0.564,1.206,1.171,1.166,25.717,2.055,1.571,6.058,0.786,13.63,10.899,2.003,2.132,2.078,28,7,14,49,1,3,0,5,2,13,11,27,34,7,17,20,20,8,2,29,5,1,0.896,0.632,0.527,1,0,0,49.564,35,35.144,1,0.325,0.84,0.84,1.54,1.591,1.586
CAR,2008,CAR,2008020150,CAR,EDM,HOME,20081101,Team Level,4on5,0.3964,0.6,0.6,222,2.404,0.4,0.128,0.323,0.052,0.699,1.399,0.4,0.4,0.4,2,1,0,3,0,0,0,0,0,0,3,2,3,1,2,3,3,2,0,2,0,1,0.062,0,0.338,0,0,0,3,3,3,0,0.029,0,0,0.428,0.428,0.428,1.475,0.609,0.1,0.198,0.039,0.688,0.367,0.609,0.609,0.609,2,0,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.006,0,0.603,0,0,1,2,2,2,0,0.028,0,0,0.637,0.637,0.637
CAR,2008,CAR,2008020150,CAR,EDM,HOME,20081101,Team Level,5on4,0.7669,0.7895,0.8571,700,7.758,0.727,0.77,1.574,0.239,5.879,2.811,0.717,0.727,0.717,8,4,3,15,0,0,0,1,0,4,7,8,12,0,0,5,0,0,1,10,2,0,0.481,0.246,0,0,0,0,15,12,12,0,0.185,0,0,0.912,0.912,0.901,1.758,0.221,0.099,0.131,0.05,0.477,1.022,0.221,0.221,0.221,1,1,2,4,0,0,0,0,0,0,2,1,2,0,0,4,1,3,0,1,1,0,0.021,0.2,0,0,0,0,4,2,2,0,0.023,0,0,0.244,0.244,0.244
CAR,2008,CAR,2008020163,CAR,TOR,HOME,20081102,Team Level,other,0.1774,0.3333,0.25,142,0.662,0.176,0.055,0.167,0.023,0.491,0.154,0.146,0.176,0.146,1,1,1,3,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0.065,0.11,0,1,0,0,3,2,2,0,0.017,0,0,0.127,0.127,0.093,4.407,0.816,0.318,0.668,0.144,3.036,1.019,0.725,0.816,0.725,4,2,0,6,0,1,0,1,0,4,0,4,6,0,0,1,0,0,0,1,4,1,0.033,0.394,0.389,0,0,0,6,6,6,0,0.106,0.389,0.389,0.533,0.533,0.481
CAR,2008,CAR,2008020163,CAR,TOR,HOME,20081102,Team Level,all,0.6363,0.536,0.5306,3600,38.623,5.12,2.899,8.931,1.127,19.749,13.241,4.499,5.041,4.42,30,22,15,67,6,6,3,3,0,20,17,24,46,2,4,38,33,15,1,33,11,8,1.112,1.44,2.567,2,1,3,66.249,52,51.402,1,0.652,2.009,2.009,3.697,3.604,3.475,31.818,2.926,2.111,6.852,1.057,18.378,14.677,2.784,3.056,2.911,33,13,12,58,4,4,1,5,1,19,13,29,42,6,12,21,21,6,2,33,11,2,1.022,1.272,0.631,3,0,1,60.348,46,47.755,1,0.483,0.919,0.919,2.49,2.599,2.526
CAR,2008,CAR,2008020163,CAR,TOR,HOME,20081102,Team Level,5on5,0.5576,0.5172,0.5152,2787,25.512,2.386,1.725,5.883,0.732,13.072,10.203,2.313,2.306,2.233,19,15,11,45,3,2,1,3,0,13,13,16,31,1,2,32,29,13,1,24,7,3,0.634,0.911,0.84,1,1,1,44.249,34,33.402,1,0.36,0.497,0.497,2.249,2.156,2.135,21.995,1.893,1.456,5.274,0.742,12.323,10.312,1.846,2.023,1.972,24,8,10,42,4,3,1,3,0,12,10,20,28,4,8,11,20,6,2,24,7,1,0.772,0.878,0.242,3,0,1,44.348,32,33.755,1,0.298,0.53,0.53,1.661,1.77,1.758
CAR,2008,CAR,2008020163,CAR,TOR,HOME,20081102,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.425,0.028,0.209,0.524,0.088,2.038,1.112,0.025,0.028,0.025,2,2,2,6,0,0,0,0,1,2,1,2,4,0,0,4,1,0,0,4,0,0,0.028,0,0,0,0,0,6,4,4,0,0.051,0,0,0.079,0.079,0.069
CAR,2008,CAR,2008020163,CAR,TOR,HOME,20081102,Team Level,5on4,0.9312,0.8261,0.8,431,12.449,2.559,1.118,2.881,0.372,6.186,2.884,2.041,2.559,2.041,10,6,3,19,2,4,2,0,0,6,4,8,14,0,0,4,1,1,0,8,3,5,0.412,0.419,1.727,0,0,2,19,16,16,0,0.274,1.513,1.513,1.32,1.32,1.247,2.991,0.189,0.129,0.385,0.083,0.981,2.233,0.189,0.189,0.189,3,1,0,4,0,0,0,1,0,1,2,3,4,2,4,5,0,0,0,4,0,0,0.189,0,0,0,0,0,4,4,4,0,0.029,0,0,0.217,0.217,0.217
CAR,2008,CAR,2008020172,CAR,TOR,AWAY,20081104,Team Level,other,0.2713,0.3333,0.5,83,1.458,0.194,0.075,0.276,0.04,0.863,0.617,0.194,0.194,0.194,3,0,0,3,1,0,0,1,0,0,1,2,2,0,0,0,1,0,1,2,1,0,0.091,0.103,0,1,0,0,3,3,3,0,0.022,0,0,0.151,0.151,0.151,2.287,0.521,0.173,0.338,0.088,1.529,0.35,0.499,0.521,0.499,2,1,3,6,0,0,0,0,0,3,0,2,3,0,0,2,0,0,2,0,2,1,0,0.302,0.219,0,0,0,6,3,3,0,0.054,0,0,0.575,0.575,0.549
CAR,2008,CAR,2008020172,CAR,TOR,AWAY,20081104,Team Level,all,0.3829,0.4071,0.3368,3712,23.069,2.463,1.565,4.929,0.707,12.196,9.206,2.358,2.688,2.567,24,8,25,57,5,1,1,8,0,6,12,19,27,3,6,35,15,12,19,22,7,3,0.667,0.791,1.005,1,1,3,62.484,32,35.018,12,0.344,0.43,0.43,2.313,2.501,2.475,43.75,3.97,2.846,9.89,1.522,25.868,18.904,3.855,3.711,3.603,42,21,20,83,4,0,0,12,5,28,14,38,59,2,4,32,17,7,15,48,12,3,1.512,1.57,0.888,3,1,0,76.748,63,58.59,9,0.615,0,0.669,3.917,3.682,3.602
CAR,2008,CAR,2008020172,CAR,TOR,AWAY,20081104,Team Level,5on5,0.3881,0.4153,0.3291,3317,19.477,1.887,1.338,4.226,0.606,9.967,7.975,1.782,2.112,1.991,18,8,23,49,3,1,1,6,0,5,11,15,23,2,4,34,12,12,17,18,6,2,0.567,0.688,0.632,0,1,2,54.484,26,29.018,11,0.279,0.43,0.43,1.737,1.926,1.899,36.632,2.975,2.288,8.636,1.278,21.038,16.785,2.903,2.716,2.651,36,17,16,69,3,0,0,12,5,22,11,33,50,2,4,25,17,7,12,43,8,2,1.305,1.001,0.669,3,0,0,62.748,53,48.59,9,0.471,0,0.669,2.777,2.542,2.513
CAR,2008,CAR,2008020172,CAR,TOR,AWAY,20081104,Team Level,4on5,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.83,0.474,0.385,0.915,0.156,3.301,1.769,0.453,0.474,0.453,4,3,1,8,1,0,0,0,0,3,3,3,6,0,0,2,0,0,1,5,2,0,0.207,0.267,0,0,1,0,8,7,7,0,0.091,0,0,0.565,0.565,0.54
CAR,2008,CAR,2008020172,CAR,TOR,AWAY,20081104,Team Level,5on4,1,1,1,161,2.134,0.382,0.152,0.426,0.061,1.366,0.614,0.382,0.382,0.382,3,0,2,5,1,0,0,1,0,1,0,2,2,0,0,0,1,0,0,2,0,1,0.009,0,0.373,0,0,1,5,3,3,0,0.043,0,0,0.425,0.425,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2008,CAR,2008020183,CAR,WSH,AWAY,20081106,Team Level,other,0.5066,0.5556,0.625,237,4.034,0.153,0.422,0.734,0.119,2.105,1.467,0.152,0.153,0.152,4,1,0,5,0,0,0,1,0,2,2,4,5,1,2,2,1,0,0,5,0,0,0.153,0,0,0,0,0,5,5,5,0,0.152,0,0,0.304,0.304,0.303,2.096,0.149,0.127,0.454,0.062,1.059,1.149,0.149,0.149,0.149,3,0,1,4,0,0,0,1,0,0,2,3,3,0,0,4,0,0,2,3,0,0,0.149,0,0,0,0,0,4,3,3,0,0.029,0,0,0.178,0.178,0.178
CAR,2008,CAR,2008020183,CAR,WSH,AWAY,20081106,Team Level,all,0.5238,0.4537,0.4878,3600,29.437,2.636,2.189,6.516,0.903,15.192,12.564,2.54,2.841,2.738,34,6,9,49,2,3,0,10,1,9,15,32,38,5,13,20,19,5,15,28,10,2,1.032,1.154,0.451,1,1,0,52.79,40,42.994,14,0.523,0.603,0.603,2.556,2.744,2.71,29.597,2.396,2.144,6.448,0.873,17.27,12.869,2.372,2.276,2.253,33,9,17,59,3,0,0,6,0,15,18,30,39,4,11,35,21,17,22,31,11,0,1.11,1.286,0,2,1,0,55.756,42,39.721,12,0.464,0,0,2.86,2.718,2.687
CAR,2008,CAR,2008020183,CAR,WSH,AWAY,20081106,Team Level,5on5,0.6004,0.4943,0.5152,2975,24.735,2.479,1.715,5.61,0.765,12.575,10.855,2.383,2.684,2.581,29,5,9,43,2,3,0,9,1,7,12,27,32,4,11,14,17,5,13,22,10,2,0.875,1.154,0.451,1,1,0,46.79,34,36.994,12,0.358,0.603,0.603,2.234,2.422,2.39,22.431,1.65,1.5,4.973,0.677,13.101,10.1,1.638,1.53,1.519,24,8,12,44,3,0,0,4,0,10,15,21,29,3,9,27,21,15,19,24,8,0,0.793,0.857,0,2,1,0,40.756,32,29.721,11,0.305,0,0,1.955,1.813,1.799
CAR,2008,CAR,2008020183,CAR,WSH,AWAY,20081106,Team Level,4on5,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5.07,0.598,0.517,1.021,0.134,3.11,1.62,0.585,0.598,0.585,6,1,4,11,0,0,0,1,0,5,1,6,7,0,0,3,0,0,1,4,3,0,0.169,0.428,0,0,0,0,11,7,7,1,0.13,0,0,0.727,0.727,0.711
CAR,2008,CAR,2008020183,CAR,WSH,AWAY,20081106,Team Level,5on4,1,1,1,71,0.667,0.004,0.052,0.172,0.019,0.511,0.241,0.004,0.004,0.004,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.004,0,0,0,0,0,1,1,1,0,0.013,0,0,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2008,CAR,2008020192,CAR,OTT,HOME,20081107,Team Level,other,0.7186,0.5,0.6667,118,1.507,0.12,0.079,0.447,0.063,0.726,0.564,0.12,0.12,0.12,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,2,0,1,0,1,1,0,0.019,0.101,0,0,0,0,2,2,2,0,0.022,0,0,0.142,0.142,0.142,0.616,0.047,0.062,0.126,0.022,0.564,0.178,0.047,0.047,0.047,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0.047,0,0,0,0,0,2,1,1,0,0.02,0,0,0.068,0.068,0.068
CAR,2008,CAR,2008020192,CAR,OTT,HOME,20081107,Team Level,all,0.5078,0.6,0.5714,3600,32.459,1.814,2.231,7.803,1.092,20.768,14.291,1.761,1.73,1.68,30,18,27,75,2,1,1,5,1,20,19,28,46,5,10,26,22,6,10,44,4,0,1.322,0.492,0,2,0,0,72.211,48,46.232,4,0.47,0.08,0.08,2.205,2.101,2.045,24.863,1.758,1.82,5.143,0.824,14.846,11.609,1.69,1.86,1.788,23,13,14,50,1,4,1,4,1,9,17,22,35,7,14,31,38,9,7,30,4,2,0.669,0.507,0.582,0,0,1,51.418,36,36.981,1,0.41,0.821,0.821,1.347,1.409,1.4
CAR,2008,CAR,2008020192,CAR,OTT,HOME,20081107,Team Level,5on5,0.4735,0.6593,0.629,2465,26.513,1.457,1.763,6.412,0.877,16.826,11.665,1.404,1.372,1.323,23,16,21,60,1,1,1,3,1,17,16,22,38,5,10,20,21,5,6,36,3,0,1.065,0.391,0,1,0,0,57.211,39,37.232,4,0.354,0.08,0.08,1.731,1.628,1.572,16.428,1.62,1.099,3.564,0.572,8.584,7.561,1.553,1.723,1.651,15,8,8,31,1,4,1,2,1,5,10,14,22,6,12,15,32,6,4,17,4,2,0.531,0.507,0.582,0,0,1,32.418,23,23.981,1,0.229,0.821,0.821,1.029,1.09,1.083
CAR,2008,CAR,2008020192,CAR,OTT,HOME,20081107,Team Level,4on5,0.3707,0.1176,0.0909,552,0.429,0.043,0.027,0.068,0.03,0.235,0.597,0.043,0.043,0.043,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,1,0,0,0.043,0,0,0,0,0,2,1,1,0,0.006,0,0,0.049,0.049,0.049,6.318,0.073,0.634,1.325,0.202,5.359,2.406,0.073,0.073,0.073,7,3,5,15,0,0,0,2,0,3,5,7,10,1,2,7,1,1,3,10,0,0,0.073,0,0,0,0,0,15,10,10,0,0.153,0,0,0.226,0.226,0.225
CAR,2008,CAR,2008020192,CAR,OTT,HOME,20081107,Team Level,5on4,0.9194,0.8462,0.75,465,4.01,0.194,0.362,0.875,0.122,2.981,1.466,0.193,0.194,0.193,5,1,5,11,1,0,0,2,0,2,1,4,5,0,0,1,0,0,4,6,0,0,0.194,0,0,1,0,0,11,6,6,0,0.088,0,0,0.283,0.283,0.281,1.501,0.017,0.025,0.128,0.028,0.338,1.464,0.017,0.017,0.017,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,7,3,2,0,2,0,0,0.017,0,0,0,0,0,2,2,2,0,0.008,0,0,0.025,0.025,0.025
CAR,2008,CAR,2008020208,CAR,ATL,HOME,20081109,Team Level,other,0.5851,0.6667,0.5,49,0.869,0.227,0.076,0.188,0.034,0.234,0.241,0.227,0.227,0.227,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.227,0,0,0,2,1,1,0,0.017,0,0,0.244,0.244,0.244,0.839,0.161,0.037,0.178,0.022,0.296,0.306,0.161,0.161,0.161,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0.161,0,0,0,0,1,1,1,0,0.01,0,0,0.171,0.171,0.171
CAR,2008,CAR,2008020208,CAR,ATL,HOME,20081109,Team Level,all,0.5429,0.5645,0.5682,3600,35.979,3.559,2.46,8.677,1.209,19.717,14.378,3.389,3.424,3.259,37,13,20,70,2,5,1,12,4,11,16,35,48,3,9,41,20,7,5,37,7,6,1.242,0.879,1.439,0,0,2,66.532,50,47.905,5,0.531,1.106,1.106,2.984,2.869,2.794,28.081,2.997,1.728,6.871,0.887,14.442,11.075,2.984,3.204,3.189,22,16,16,54,5,4,0,3,1,7,18,17,33,5,13,23,18,8,5,30,5,3,0.862,0.758,1.378,1,1,3,57.396,38,39.978,2,0.377,0.373,0.373,3.001,3.209,3.202
CAR,2008,CAR,2008020208,CAR,ATL,HOME,20081109,Team Level,5on5,0.5326,0.52,0.5286,2855,27.113,2.628,1.723,6.904,0.89,13.848,11.007,2.492,2.493,2.362,27,10,15,52,2,4,1,9,2,7,13,25,35,2,7,30,20,7,4,29,3,5,0.973,0.443,1.212,0,0,2,48.532,37,34.905,4,0.356,0.969,0.969,2.015,1.9,1.864,24.397,2.306,1.469,6.218,0.789,12.499,9.719,2.294,2.512,2.5,18,15,15,48,4,4,0,3,1,5,16,14,29,5,13,19,17,7,5,27,4,2,0.848,0.597,0.86,1,1,2,51.396,33,34.978,2,0.302,0.373,0.373,2.235,2.444,2.439
CAR,2008,CAR,2008020208,CAR,ATL,HOME,20081109,Team Level,4on5,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.845,0.531,0.221,0.475,0.076,1.648,1.049,0.529,0.531,0.529,3,1,1,5,1,0,0,0,0,2,1,2,3,0,0,1,0,0,0,3,0,1,0.013,0,0.518,0,0,1,5,4,4,0,0.065,0,0,0.595,0.595,0.593
CAR,2008,CAR,2008020208,CAR,ATL,HOME,20081109,Team Level,5on4,1,1,1,431,7.997,0.704,0.661,1.584,0.285,5.635,3.131,0.671,0.704,0.671,10,2,4,16,0,1,0,3,2,4,2,10,12,1,2,8,0,0,0,8,4,0,0.269,0.436,0,0,0,0,16,12,12,0,0.158,0.137,0.137,0.725,0.725,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
